,0
251,0.003449382131621159
530,0.003411516908808623
200,0.0033413122220374435
66,0.003313570343301271
277,0.0031608806046046363
368,0.003148646074235492
418,0.003136853743037384
618,0.0031043645638789636
534,0.0030202017382939587
643,0.003020201738293955
46,0.0030202017382939513
478,0.0030202017382939495
506,0.0030202017382939487
587,0.0030202017382939448
615,0.0030202017382939443
40,0.0030202017382939417
37,0.00302020173829394
39,0.003020201738293939
562,0.003020201738293936
590,0.003020201738293936
116,0.003020201738293934
38,0.003020201738293933
143,0.0030202017382939313
676,0.002993629143415181
283,0.0029775976170674286
475,0.0029050521900761497
436,0.002874489197202085
201,0.0027654201736430277
774,0.0026449169290736416
229,0.0026069979688100988
170,0.002554396005177758
501,0.0025499897012803956
226,0.00252084033930425
773,0.0024598004212217825
675,0.002314941946594273
337,0.00225333183903114
447,0.002145335645942653
558,0.0021341243425237865
310,0.0020640763290599284
250,0.0020298168322985064
230,0.0018877439674189896
172,0.0018295617844694557
199,0.0018108579642350676
338,0.0017354428843183152
279,0.0017005203564982086
197,0.0016653179357110348
559,0.0016192541865857307
502,0.0015514096408284514
254,0.0014968269264000265
395,0.00149365709200811
367,0.0014332540153214899
394,0.0014219480724446509
422,0.0014201421187592911
171,0.0013368068917388848
723,0.0012817840525476895
282,0.0010963437236433762
655,0.001094289169522642
248,0.001071824543803749
642,0.001008152395345841
421,0.0010067339127646498
393,0.0010067339127646452
169,0.0010067339127646441
531,0.0008697255038803142
278,0.0007456083339244582
429,0.0007060999368339948
424,0.0006819924370812436
307,0.00045120148805104145
503,0.000386515848338506
586,0.00035538910772598726
446,0.0003253924071306683
366,0.00028538117163780344
181,0.0002664910523244968
419,0.00025820368121211046
365,0.00024417004399956456
198,0.00014626226449374687
423,0.0001170589891020137
474,0.00010997358538591922
614,3.538144524780959e-06
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
82,
83,
84,
85,
86,
87,
88,
89,
112,
113,
114,
115,
140,
141,
142,
168,
196,
224,
252,
280,
308,
336,
364,
392,
420,
448,
449,
450,
476,
477,
504,
505,
532,
533,
560,
561,
588,
589,
616,
617,
644,
645,
670,
671,
672,
673,
674,
697,
698,
699,
700,
701,
702,
703,
724,
725,
726,
727,
728,
729,
730,
731,
750,
751,
752,
753,
754,
755,
756,
757,
758,
759,
760,
761,
777,
778,
779,
780,
781,
782,
783,
784,
